rssi,node,sequence
-62.08475353419104,192.168.4.10,49664
-58.72599118534366,192.168.4.3,49664
-52.84387249298416,192.168.4.5,49664
-70.95872555970814,192.168.4.12,49664
-65.50437959474408,192.168.4.6,49664
-52.88022127736185,192.168.4.5,49680
-62.24764849120933,192.168.4.10,49696
-71.13027932718406,192.168.4.7,49696
-70.89451152859253,192.168.4.12,49696
-58.82906552851333,192.168.4.3,49696
-52.88398482329699,192.168.4.5,49696
-66.37065615373857,192.168.4.6,49696
-52.88762801541793,192.168.4.5,49728
-58.928825299054985,192.168.4.3,49728
-66.29602171022886,192.168.4.6,49728
-70.73456111636413,192.168.4.12,49728
-66.25524797945894,192.168.4.6,49744
-62.404540913545645,192.168.4.10,49744
-71.22226518382182,192.168.4.7,49744
-59.02538339175102,192.168.4.3,49744
-70.61288092871754,192.168.4.12,49744
-66.18434271855466,192.168.4.6,49760
-62.48991794130952,192.168.4.10,49760
-52.79699768240474,192.168.4.5,49760
-59.11884829100864,192.168.4.3,49760
-70.46300348829747,192.168.4.12,49760
-71.27914618402767,192.168.4.7,49760
-70.3831879714369,192.168.4.12,49776
-71.3341143077922,192.168.4.7,49776
-66.17855051878989,192.168.4.6,49776
-52.70925641702328,192.168.4.5,49776
-59.2407270117777,192.168.4.3,49776
-62.57220741091929,192.168.4.10,49776
-59.327328827683935,192.168.4.3,49792
-75.46002486393466,192.168.4.11,49792
-71.38724234330267,192.168.4.7,49792
-52.781082343711006,192.168.4.5,49792
-66.14154082672889,192.168.4.6,49792
-62.65154656931334,192.168.4.10,49792
-70.33847518155052,192.168.4.12,49792
-75.70894688943397,192.168.4.11,49840
-66.0743269898872,192.168.4.6,49840
-59.34843038962513,192.168.4.3,49840
-52.81928422811168,192.168.4.5,49840
-70.29530788623286,192.168.4.12,49840
-62.72806433009468,192.168.4.10,49840
-71.470443908572,192.168.4.7,49840
-66.07199536688096,192.168.4.6,49856
-59.43156996310576,192.168.4.3,49856
-62.76939088188092,192.168.4.10,49856
-71.42368393723619,192.168.4.7,49856
-70.22144248276632,192.168.4.12,49856
-52.85627329287437,192.168.4.5,49856
-52.73551289418248,192.168.4.5,49872
-62.87408124783545,192.168.4.10,49872
-59.57474832733861,192.168.4.3,49872
-65.97567340590447,192.168.4.6,49872
-71.34671201450013,192.168.4.7,49872
-70.0858690820687,192.168.4.12,49872
-75.98167916840028,192.168.4.11,49888
-62.942803475359085,192.168.4.10,49888
-59.65072579229822,192.168.4.3,49888
-52.6185774377548,192.168.4.5,49888
-71.30399542658121,192.168.4.7,49888
-65.9450949968767,192.168.4.6,49888
-70.01900875793825,192.168.4.12,49888
-52.56792754261237,192.168.4.5,49920
-62.97689922492323,192.168.4.10,49920
-71.57950697310085,192.168.4.7,49920
-65.85283205590021,192.168.4.6,49920
-59.72429404548267,192.168.4.3,49920
-59.79553211158629,192.168.4.3,49936
-63.042004719441344,192.168.4.10,49936
-65.8261253545681,192.168.4.6,49936
-69.95440787566336,192.168.4.12,49936
-52.67529183277374,192.168.4.5,49936
-76.31011556543307,192.168.4.11,49936
-59.86451618660705,192.168.4.3,49952
-65.80026455629503,192.168.4.6,49952
-69.92392184033348,192.168.4.12,49952
-52.68544645200156,192.168.4.5,49952
-63.10488656132807,192.168.4.10,49952
-76.52873794824254,192.168.4.11,49968
-69.89445634184716,192.168.4.12,49968
-52.78907290691188,192.168.4.5,49968
-65.7439291540597,192.168.4.6,49968
-59.90003711896739,192.168.4.3,49968
-63.165632415352576,192.168.4.10,49968
-71.65611122098215,192.168.4.7,49968
-63.19232912080166,192.168.4.10,49984
-52.82692121044343,192.168.4.5,49984
-71.73021559658018,192.168.4.7,49984
-69.83412861394937,192.168.4.12,49984
-65.7519397263733,192.168.4.6,49984
-59.965709392109126,192.168.4.3,49984
-76.86991461978538,192.168.4.11,49984
-52.89482498186607,192.168.4.5,50000
-77.13406979873166,192.168.4.11,50016
-65.72842426734184,192.168.4.6,50016
-71.77032274365682,192.168.4.7,50016
-69.80760340625443,192.168.4.12,50016
-52.77314948952926,192.168.4.5,50016
-63.21812803087567,192.168.4.10,50016
-59.93551738002403,192.168.4.3,50016
-52.624068155131326,192.168.4.5,50032
-65.67438667922872,192.168.4.6,50032
-71.68289837314585,192.168.4.7,50032
-63.27495507350744,192.168.4.10,50032
-59.90627718384682,192.168.4.3,50032
-65.62205264885945,192.168.4.6,50048
-52.5733537312839,192.168.4.5,50048
-63.329888005261054,192.168.4.10,50048
-69.75019711346762,192.168.4.12,50048
-59.971701261525766,192.168.4.3,50048
-69.69468231292534,192.168.4.12,50064
-60.00382562034952,192.168.4.3,50064
-52.493011975353255,192.168.4.5,50064
-71.72442777467522,192.168.4.7,50064
-77.42137706598736,192.168.4.11,50064
-65.57136719151066,192.168.4.6,50064
-63.35119750063392,192.168.4.10,50064
-52.57126730244233,192.168.4.5,50096
-60.034939459573934,192.168.4.3,50096
-65.52227721248487,192.168.4.6,50096
-69.64099046617531,192.168.4.12,50096
-63.40356055698728,192.168.4.10,50096
-69.62070427157992,192.168.4.12,50112
-52.45980994475075,192.168.4.5,50112
-60.0338484126519,192.168.4.3,50112
-77.76334052598214,192.168.4.11,50112
-71.859133882066,192.168.4.7,50112
-63.42247912133618,192.168.4.10,50112
-65.50596475800724,192.168.4.6,50112
-69.6326960833814,192.168.4.12,50160
-60.03279164347367,192.168.4.3,50160
-52.3518486772564,192.168.4.5,50160
-65.45893832331264,192.168.4.6,50160
-71.95801654561922,192.168.4.7,50160
-63.44077645191883,192.168.4.10,50160
-60.00055317760134,192.168.4.3,50176
-72.05371942883214,192.168.4.7,50176
-65.41338933202375,192.168.4.6,50176
-52.27847187470136,192.168.4.5,50176
-63.4901230709143,192.168.4.10,50176
-77.93222854804547,192.168.4.11,50176
-69.61271187598159,192.168.4.12,50176
-52.332175211545625,192.168.4.5,50208
-72.33499153895005,192.168.4.7,50208
-63.50624333728529,192.168.4.10,50208
-60.0005359132219,192.168.4.3,50208
-78.09531472276743,192.168.4.11,50208
-69.53026130533698,192.168.4.12,50208
-65.36927055547024,192.168.4.6,50208
-65.32653634793186,192.168.4.6,50224
-63.52183903293113,192.168.4.10,50224
-72.29304500730234,192.168.4.7,50224
-59.969314797874524,192.168.4.3,50224
-52.25943243394082,192.168.4.5,50224
-78.2207153325944,192.168.4.11,50224
-69.51354168840246,192.168.4.12,50224
-69.40284410242869,192.168.4.12,50288
-72.28384259696239,192.168.4.7,50288
-65.28514258706436,192.168.4.6,50288
-52.34490256237114,192.168.4.5,50288
-59.93907253729665,192.168.4.3,50288
-78.40596418134844,192.168.4.11,50288
-63.56848604990985,192.168.4.10,50288
-63.58209207372263,192.168.4.10,50368
-52.27178071685748,192.168.4.5,50368
-59.97216833402492,192.168.4.3,50368
-65.27624624457711,192.168.4.6,50368
-72.36909119845787,192.168.4.7,50368
-69.35867890843777,192.168.4.12,50368
-63.59525867389444,192.168.4.10,50384
-65.2676287001371,192.168.4.6,50384
-69.31593393929245,192.168.4.12,50384
-78.58495283008082,192.168.4.11,50384
-52.294486483679016,192.168.4.5,50384
-63.67096620759799,192.168.4.10,50400
-78.82180690029462,192.168.4.11,50400
-69.27456082194652,192.168.4.12,50400
-72.45162228842003,192.168.4.7,50400
-59.941845472961006,192.168.4.3,50400
-65.25928110475989,192.168.4.6,50400
-52.22295221837905,192.168.4.5,50400
-69.23451307310702,192.168.4.12,50416
-63.71277852108612,192.168.4.10,50416
-65.25119490042842,192.168.4.6,50416
-72.531526295156,192.168.4.7,50416
-52.27834907501893,192.168.4.5,50416
-59.881285104363904,192.168.4.3,50416
-72.51486782279841,192.168.4.7,50432
-63.721808798060174,192.168.4.10,50432
-65.24336180962213,192.168.4.6,50432
-52.17616076370315,192.168.4.5,50432
-59.85380370949109,192.168.4.3,50432
-65.23577382530138,192.168.4.6,50448
-72.56139354185085,192.168.4.7,50448
-79.0188403846009,192.168.4.11,50448
-59.82718223929957,192.168.4.3,50448
-69.19574600461692,192.168.4.12,50448
-63.73054979432556,192.168.4.10,50448
-52.264174094516704,192.168.4.5,50448
-69.09544516147591,192.168.4.12,50480
-63.70760854361789,192.168.4.10,50480
-52.25594099286119,192.168.4.5,50480
-65.07254024927734,192.168.4.6,50480
-72.13671428118806,192.168.4.7,50480
-59.73904033661416,192.168.4.3,50480
-71.81939739734227,192.168.4.7,50496
-63.716785464925145,192.168.4.10,50496
-52.060986694431335,192.168.4.5,50496
-65.00793184861584,192.168.4.6,50496
-69.06108126291835,192.168.4.12,50496
-59.71600183871786,192.168.4.3,50496
-63.75703965168105,192.168.4.10,50512
-69.02781121664759,192.168.4.12,50512
-52.05908629796443,192.168.4.5,50512
-79.14561781868063,192.168.4.11,50512
-59.72485424944475,192.168.4.3,50512
-64.94534328341064,192.168.4.6,50512
-64.85354291835081,192.168.4.6,50560
-51.90145151297856,192.168.4.5,50560
-79.23638689066078,192.168.4.11,50560
-63.733302785221866,192.168.4.10,50560
-59.70226201542946,192.168.4.3,50560
-71.48082765647175,192.168.4.7,50560
-68.96425794109606,192.168.4.12,50560
-71.09039440699911,192.168.4.7,50576
-79.3559125982045,192.168.4.11,50576
-63.710320471291794,192.168.4.10,50576
