A,N,Residual,Filename
39.995199538164385,33.6744782000383,94.28960744840464,192.168.4.2_kalman.csv
43.11055990323347,25.622176572805454,93.16071685568096,192.168.4.3_kalman.csv
43.07956923748848,30.563529895128184,95.71864997019802,192.168.4.4_kalman.csv
39.359721428882565,32.787607727034526,95.21323133600822,192.168.4.6_kalman.csv
39.89234132863205,28.664004614166466,92.13846736317794,192.168.4.8_kalman.csv
35.89947059906679,35.23768394787655,92.4168440708449,192.168.4.9_kalman.csv
