distance,rssi
1,-45.0
1,-46.5007496251874
1,-46.333555148616796
1,-46.249874937780675
1,-45.99840339174115
1,-45.8304820984419
1,-45.71030561468493
1,-45.74714790736878
1,-45.54864778930588
1,-45.28657476030962
1,-44.88337108060105
1,-44.63306657658093
1,-44.42052138264751
1,-44.46429964189716
2,-44.573495256030654
2,-44.736690646639495
2,-45.264668306460955
2,-45.61417705556216
2,-47.56146683946937
2,-47.642030866371215
2,-47.49954602246254
2,-47.78595381482369
2,-48.30069446720333
2,-48.774825726468436
2,-49.16562780121082
2,-49.57437929270243
2,-49.86439880583505
2,-49.91447916148001
2,-49.96132377302491
2,-49.878385462942646
2,-49.883431358533976
3,-50.01045959619125
3,-50.25055087255837
3,-50.35905436611856
3,-50.578431213453776
3,-50.90148178226775
3,-51.17029818879647
3,-51.388416884220945
3,-51.5590175320843
3,-51.75817513291373
3,-51.83941994857501
3,-52.02470243234559
3,-52.166183385068656
3,-52.37210810835503
4,-52.70934456263558
4,-53.171516709860924
4,-53.68367214114776
4,-54.106355904640026
4,-54.75089559019536
4,-55.302112789379336
4,-55.59561840289625
4,-55.91139711357511
4,-56.38226868889405
4,-56.63576169659376
4,-56.813536580101136
4,-56.91873333663508
5,-57.11877520031433
5,-57.213232056723385
5,-57.2716228210344
5,-57.523430290784866
5,-58.02628061151598
5,-58.38189240379979
5,-58.62815455421949
5,-58.86590467000832
5,-59.15984939128012
5,-59.44375454587977
5,-59.525692286406596
5,-59.54086839530035
5,-59.58747649523971
5,-59.63252436333252
5,-59.7079150824843
5,-59.717203354067486
6,-59.78970094517387
6,-60.08184399067944
6,-60.33271131593132
6,-60.54371900294992
6,-60.716224754926436
6,-60.8199453994438
6,-60.983414805202756
6,-61.20465406114067
6,-61.292724183779235
6,-61.34647368273558
6,-61.39849475333107
6,-61.41740614881344
6,-61.49855337076302
6,-61.54570287900061
6,-61.65411853944273
7,-62.010036602042405
7,-62.26056072422004
7,-62.471780308094594
7,-62.64496650673345
7,-62.78134573637342
7,-63.007316481227605
7,-63.10096606689743
7,-63.12909022256633
7,-63.09378011200781
7,-63.090848163433826
7,-63.08800864577454
7,-63.17900175483819
7,-63.20464998451547
7,-63.1670247587462
8,-63.474076942788216
8,-63.67782045115661
8,-63.87516651888676
8,-63.87906250559904
8,-63.882836286642394
8,-63.886491750850105
8,-63.98361812352699
8,-64.10889291942134
8,-64.13668389146868
8,-64.19478827278394
9,-64.46933343922021
9,-64.79764371731628
9,-65.05334013685014
9,-65.36338411062735
9,-65.60140190991568
9,-65.67615527262717
9,-65.7174103324734
9,-65.72621606314564
9,-65.79706431930893
9,-65.95917105695321
10,-66.3031474233806
10,-66.88561441033201
10,-67.16954198702528
10,-67.4134612485901
10,-67.52517702660526
10,-67.72685021455054
10,-67.82879583407804
10,-67.86527280778738
10,-68.24319354404957
11,-68.57818946715781
11,-68.74703394342558
11,-68.78605230382406
11,-68.88613442221983
11,-68.92081922098217
11,-68.95442314554985
11,-69.01811760457089
11,-69.20437536866135
11,-69.41596633947638
11,-69.55869372786584
11,-69.69697473068624
11,-69.79981339869936
11,-69.96171705941838
12,-70.08744392708073
12,-70.1469881361228
12,-70.14241196762869
12,-70.20024338592414
12,-70.25627372570175
12,-70.3105591369588
12,-70.30089095622607
12,-70.41604878800143
12,-70.90119212725781
12,-71.15331368017043
13,-71.36645414752573
13,-71.4795672569443
13,-71.4957683351055
13,-71.48033516007183
13,-71.5899009996234
13,-71.63379659981207
13,-71.5829376893597
13,-71.59592047327811
13,-71.82640188852568
13,-72.11196534235856
13,-72.35750967940426
13,-72.68879537436032
13,-72.85412506917368
13,-72.85866591755912
14,-72.98757846913256
14,-73.17473416320007
14,-73.26267927540547
14,-73.22337459373135
14,-73.40318894459112
14,-73.63966133838281
14,-73.89990013066948
14,-74.15203774456803
14,-74.42745407147726
14,-74.44527605175675
14,-74.36916060888974
14,-74.35766956352269
15,-74.37766367141394
15,-74.42816279114983
15,-74.3837078488669
15,-74.34063672551585
15,-74.54792464474106
15,-74.6865055244852
15,-74.75851817991992
15,-74.8594164053248
15,-74.89491953699873
15,-74.92931752750836
15,-74.96264478033795
15,-74.9949346277369
16,-75.05734643027925
16,-74.99330731427189
16,-74.93126158538682
16,-75.15129026218858
16,-75.39559697848735
16,-75.60117206508906
16,-75.64471332595038
16,-75.6557723149415
16,-75.63536013443814
16,-75.64671025033587
16,-75.65770706795543
16,-75.7617422766864
16,-75.80028538487586
17,-75.74424812259892
17,-75.6899551411399
17,-75.97974760128474
17,-76.19826595662919
17,-76.3166019398762
17,-76.55576182004994
17,-76.787477360333
17,-76.85634616385082
17,-76.79856401374572
17,-76.7425804479814
17,-76.65721267326713
18,-76.60562894075251
18,-76.55565085218913
18,-76.47610163384248
18,-76.36790174722888
18,-76.2319430018523
18,-76.34923049451434
18,-76.43174041305345
18,-76.94745692857798
18,-77.04247274607997
18,-77.01002393563247
18,-76.97858515446487
18,-77.01037849539092
18,-77.07230897397996
18,-77.13231175310585
19,-77.09706655729183
19,-77.1251719478777
19,-77.24578277540249
19,-77.48714639057262
19,-77.65874362244037
19,-77.82499958193485
19,-77.89270027630938
19,-77.8026599215316
19,-77.71542223361811
19,-77.69315346714893
19,-77.67157785565996
19,-77.71292731220085
19,-77.59735597623987
19,-77.4231285175639
20,-77.34770442191565
20,-77.64814892645214
20,-77.6279741631563
20,-77.6706808541045
20,-77.6809314851943
20,-77.72198978573981
20,-77.63726312337613
21,-77.52404698973093
21,-77.5388618538018
21,-77.7711027335011
21,-77.99611470942395
21,-77.93398217489322
21,-78.18505097494338
21,-78.27267114651478
22,-78.38869072171344
