distance,rssi
1,-37.0
1,-38.00049975012494
1,-38.00033288936988
1,-38.25112306583803
1,-38.200597766303176
1,-38.16685926277924
1,-38.28742046989223
1,-38.25086736561448
1,-38.44959297606156
1,-38.60901863960187
1,-38.92798103703757
1,-39.45509102477049
1,-40.46773541999107
1,-41.41451880653861
2,-42.451616029280714
2,-43.43007247397948
2,-44.169323904401594
2,-44.89028042865148
2,-45.479948494411516
2,-46.23712936663333
2,-46.871501510973644
2,-47.5551004074673
2,-47.93028888847523
2,-47.88481356648629
2,-47.84277348732884
2,-48.12765796625661
2,-48.57324477576955
2,-48.900766924239136
2,-49.379743691363394
2,-50.04027597017839
2,-50.702459152135646
3,-51.57052573162396
3,-52.30927289777644
3,-52.92848737608723
3,-53.28127926049088
3,-53.615728549645674
3,-53.85749688170419
3,-53.900243714690085
3,-54.0149159253422
3,-54.270592651761355
3,-54.623191071962
3,-55.03165744484352
3,-55.67115126393338
3,-56.247534424307915
4,-56.83432353191163
4,-57.22260119758432
4,-58.04383987049893
4,-58.48848202250285
4,-58.84707300991269
4,-59.22541294934159
4,-59.48776228624237
4,-59.605695601197354
4,-59.785984919484655
4,-60.0925969933898
4,-60.81862477164421
4,-61.35283086974396
4,-61.703067041519745
5,-62.10620449572244
5,-62.49488832714381
5,-63.00007885396835
5,-63.19502271616327
5,-63.318325922997985
5,-63.30803575246129
5,-63.23359906338141
5,-63.22608160170685
5,-63.37939799878007
5,-63.59161438356931
5,-64.05262992860774
5,-64.46619942178832
5,-64.86592444813024
5,-65.18863748135468
5,-65.40523813798153
6,-65.74170906924503
6,-65.87677852505252
6,-65.81731740707052
6,-65.72815438176404
6,-65.67351706170686
6,-65.74700086976603
6,-65.91277222016443
6,-66.2308316046841
6,-66.60163082832234
6,-66.96048124140513
6,-67.21341000856654
6,-67.48966142813373
6,-67.88274655078638
7,-67.98063678832152
7,-68.01263025383804
7,-68.0436038479431
7,-67.97952695114334
7,-67.91748694428527
7,-67.85741656117321
7,-67.92451222858388
7,-68.0520901639882
7,-68.23821719287379
7,-68.57487417966635
7,-69.08853818725584
7,-69.36714680900552
7,-69.60571653465914
7,-69.524293817355
7,-69.85155799823184
8,-69.79372768353143
8,-69.67526177242023
8,-69.56051773987181
8,-69.63666588270996
8,-69.77284322544375
8,-69.9359534771005
8,-70.12514946946955
8,-70.46439211824752
8,-70.69943494245113
8,-70.92711779209525
8,-71.02294045939657
9,-71.08458487607217
9,-71.1131243984448
9,-71.1095979113419
9,-71.01266968553078
9,-71.07461073307871
9,-71.32160896965242
9,-71.49856504081663
9,-71.6388335235114
9,-71.74356325603961
9,-71.81386656588477
9,-71.9442853030534
9,-72.195246680004
10,-72.37607395873106
