A,N,Residual,Filename
17.73911796676309,22.847935222427047,27.31341812807922,192.168.4.2.csv
25.992807531758103,17.63369972369897,52.24615253050051,192.168.4.3.csv
22.755808914256782,20.781544730089408,30.397399822371113,192.168.4.4.csv
20.203132252281847,21.342551987049408,20.322535924473428,192.168.4.6.csv
19.510354043755243,20.093509466260933,17.539127958132894,192.168.4.8.csv
11.551164500215709,24.31518946464401,21.38715963798289,192.168.4.9.csv
