rssi,node,sequence
-74.19474644068069,192.168.4.5,3776
-74.11055617826818,192.168.4.5,3808
-74.03063074732377,192.168.4.5,3872
-74.10431483376834,192.168.4.5,3920
-74.24843159292568,192.168.4.5,3936
-74.23933819107977,192.168.4.5,3952
-74.23066445946921,192.168.4.5,3968
-74.29418966018432,192.168.4.5,4016
-74.24812941362137,192.168.4.5,4032
-74.16877391481685,192.168.4.5,4048
-74.12783523630608,192.168.4.5,4064
-74.15816408377869,192.168.4.5,4080
-74.11816268820621,192.168.4.5,4096
-74.11410746571394,192.168.4.5,4128
-74.07610069094875,192.168.4.5,4144
-74.20921084474344,192.168.4.5,4176
-74.2021511352009,192.168.4.5,4208
-74.22894116740466,192.168.4.5,4224
-74.18786729598284,192.168.4.5,4240
-78.0,192.168.4.12,4272
-75.99900049975012,192.168.4.12,4288
-74.11506227849713,192.168.4.5,4304
-74.11124902822768,192.168.4.5,4336
-74.14058993294762,192.168.4.5,4352
-76.66711096301233,192.168.4.12,4352
-74.13596525954351,192.168.4.5,4368
-74.19707498685115,192.168.4.5,4384
-77.25237144327157,192.168.4.12,4400
-74.19063466585025,192.168.4.5,4400
-74.11925898637944,192.168.4.5,4416
-77.20159497348459,192.168.4.12,4416
-74.18036627563541,192.168.4.5,4432
-74.17452136815457,192.168.4.5,4464
-74.20120570418379,192.168.4.5,4496
-74.25921879673382,192.168.4.5,4512
-74.25087686529983,192.168.4.5,4528
-77.50406840298857,192.168.4.12,4576
-74.2107044287038,192.168.4.5,4576
-77.43112623077582,192.168.4.12,4592
-74.17189658058659,192.168.4.5,4592
-74.102403848193,192.168.4.5,4608
-74.13107518326235,192.168.4.5,4656
-74.06311143368372,192.168.4.5,4688
-74.06110169119749,192.168.4.5,4736
-73.9955588606014,192.168.4.5,4768
-74.09097460672817,192.168.4.5,4832
-74.11980813810989,192.168.4.5,4848
-74.17937739928604,192.168.4.5,4864
-74.20534862763641,192.168.4.5,4880
-74.26208831620681,192.168.4.5,4896
-77.24912073072294,192.168.4.12,4912
-74.31698163456888,192.168.4.5,4944
-77.33443098005777,192.168.4.12,4944
-74.3385359645768,192.168.4.5,4960
-74.39092342325645,192.168.4.5,4976
-77.50569855178351,192.168.4.12,5008
-74.3471010130266,192.168.4.5,5024
-74.36765597730684,192.168.4.5,5072
-77.08188365590019,192.168.4.12,5072
-76.90115601407024,192.168.4.12,5088
-74.48193200839188,192.168.4.5,5104
-77.15129947865901,192.168.4.12,5120
-77.13986915560183,192.168.4.12,5152
-74.40389977503901,192.168.4.5,5184
-74.4226297341601,192.168.4.5,5216
-77.3432380891365,192.168.4.12,5216
-77.52191950275238,192.168.4.12,5232
-74.44076073101024,192.168.4.5,5232
-74.48969860439327,192.168.4.5,5280
-74.50570665847859,192.168.4.5,5296
-74.52120515319191,192.168.4.5,5344
-74.56755180302392,192.168.4.5,5360
-74.58109939402364,192.168.4.5,5392
-77.48857186612223,192.168.4.12,5392
-77.58067767353754,192.168.4.12,5408
-74.62553270822843,192.168.4.5,5408
-74.66855864995615,192.168.4.5,5424
-74.61634470041754,192.168.4.5,5440
-74.5970638104956,192.168.4.5,5456
-77.48848172885609,192.168.4.12,5456
-74.54711873206827,192.168.4.5,5472
-74.49874949403728,192.168.4.5,5504
-74.45190511662442,192.168.4.5,5536
-74.40653638280747,192.168.4.5,5568
-74.45631666075202,192.168.4.5,5600
-74.56699767798347,192.168.4.5,5616
-77.51712894595745,192.168.4.12,5616
-74.54929216453509,192.168.4.5,5632
-74.56336355257349,192.168.4.5,5648
-77.48924015855407,192.168.4.12,5648
-74.63942286371336,192.168.4.5,5680
-77.56790519106656,192.168.4.12,5696
-77.69047151257159,192.168.4.12,5728
-74.71309522367861,192.168.4.5,5728
-77.55895316396827,192.168.4.12,5744
-74.62843473542675,192.168.4.5,5744
-74.48402929599327,192.168.4.5,5760
-74.37534446179949,192.168.4.5,5824
-74.45720998080482,192.168.4.5,5888
-77.57990858847938,192.168.4.12,5920
-74.47413798259024,192.168.4.5,5920
-74.4905361058281,192.168.4.5,5936
-74.41288156771215,192.168.4.5,5952
-77.50680888456948,192.168.4.12,5968
-74.49353909941439,192.168.4.5,5968
-77.66447358852965,192.168.4.12,6016
-77.50286919650532,192.168.4.12,6064
-74.57167433956903,192.168.4.5,6064
-77.56747644164787,192.168.4.12,6096
-74.61619619612196,192.168.4.5,6096
-77.83948794777022,192.168.4.12,6112
-74.62815858078042,192.168.4.5,6112
-74.63974718188746,192.168.4.5,6128
-74.68213682944727,192.168.4.5,6144
-77.92912951943708,192.168.4.12,6144
-74.66088087464078,192.168.4.5,6160
-77.93201812972728,192.168.4.12,6160
-74.64028865532696,192.168.4.5,6208
-74.58918253773707,192.168.4.5,6224
-74.60198153124227,192.168.4.5,6240
-74.58322787378756,192.168.4.5,6320
-77.97482828093815,192.168.4.12,6320
-74.53390781275489,192.168.4.5,6336
-74.54842661381934,192.168.4.5,6400
-74.59364113997484,192.168.4.5,6448
-78.01528537174485,192.168.4.12,6448
-74.63744540703539,192.168.4.5,6512
-74.52415342535885,192.168.4.5,6656
-74.50782874749927,192.168.4.5,6704
-74.52315679889803,192.168.4.5,6720
-74.5380069804073,192.168.4.5,6736
-77.97580083875074,192.168.4.12,6736
-74.5835359497811,192.168.4.5,6784
-74.59650497182218,192.168.4.5,6800
-74.51564997896891,192.168.4.5,6816
-74.46845396576644,192.168.4.5,6864
-74.29817525237542,192.168.4.5,6880
-77.8616494047363,192.168.4.12,6880
-74.35116607812354,192.168.4.5,6912
-77.75328054716196,192.168.4.12,6928
-74.43364277210078,192.168.4.5,6976
-74.45127707095929,192.168.4.5,6992
-74.4372262147597,192.168.4.5,7040
-74.45474829466497,192.168.4.5,7056
-74.44058984745627,192.168.4.5,7072
-77.72509650352532,192.168.4.12,7072
-77.7352662680988,192.168.4.12,7120
-74.55140924258204,192.168.4.5,7120
-77.78155962361295,192.168.4.12,7136
-74.59650929652442,192.168.4.5,7136
-77.64451407690534,192.168.4.12,7168
-74.70247124179235,192.168.4.5,7168
-74.68060126745628,192.168.4.5,7184
-74.69054495862078,192.168.4.5,7216
-74.70017896745217,192.168.4.5,7232
-74.61611742185507,192.168.4.5,7248
-77.62137381596487,192.168.4.12,7264
-74.62806827341267,192.168.4.5,7264
-74.57738449790624,192.168.4.5,7280
-74.52827900648143,192.168.4.5,7344
-74.51183331156211,192.168.4.5,7376
-77.74161921729075,192.168.4.12,7376
-74.49589970716747,192.168.4.5,7424
-74.51159246402156,192.168.4.5,7456
-74.46453657066311,192.168.4.5,7488
-77.78603811688473,192.168.4.12,7520
-74.38781601071886,192.168.4.5,7520
-77.82855959569866,192.168.4.12,7552
-74.40687306751151,192.168.4.5,7552
-77.9736181729648,192.168.4.12,7600
-74.3942073344713,192.168.4.5,7600
-74.31967738598058,192.168.4.5,7632
-77.87091348846953,192.168.4.12,7632
-74.37198435511799,192.168.4.5,7696
-77.80670565285996,192.168.4.12,7696
-77.7109574123506,192.168.4.12,7760
-74.42266281535377,192.168.4.5,7760
-77.72076258324438,192.168.4.12,7792
-74.47176348979288,192.168.4.5,7792
-77.73018530250218,192.168.4.12,7824
-74.45707810130624,192.168.4.5,7824
-74.50510708118537,192.168.4.5,7856
-74.58276929040781,192.168.4.5,7904
-74.65801373510246,192.168.4.5,7920
-77.70566726577643,192.168.4.12,7936
-74.66865917474422,192.168.4.5,7952
-77.71550450225396,192.168.4.12,7952
-74.61671686424452,192.168.4.5,8000
-74.56639156593864,192.168.4.5,8032
-74.54876092874062,192.168.4.5,8112
-77.82480169435706,192.168.4.12,8112
-74.53167914080409,192.168.4.5,8128
-77.79746714715063,192.168.4.12,8128
-74.57738481202531,192.168.4.5,8304
-74.49715654163013,192.168.4.5,8320
-74.48168119365137,192.168.4.5,8336
-77.80415349386287,192.168.4.12,8336
-74.46668758707091,192.168.4.5,8400
-74.45216072283327,192.168.4.5,8432
-77.77770105023536,192.168.4.12,8432
-74.40695852308444,192.168.4.5,8464
-77.71942165014876,192.168.4.12,8464
-77.72859082310073,192.168.4.12,8480
-74.36316342732125,192.168.4.5,8480
-74.28960417830037,192.168.4.5,8528
-74.31171695666066,192.168.4.5,8544
-77.70485173695108,192.168.4.12,8544
-77.71444142003499,192.168.4.12,8560
-77.69128939792961,192.168.4.12,8576
-74.30201402965344,192.168.4.5,8576
-74.23035849173894,192.168.4.5,8592
-77.50731337132504,192.168.4.12,8592
-77.49095195766535,192.168.4.12,8624
-74.22318805659968,192.168.4.5,8640
-77.47515261124514,192.168.4.12,8640
-74.18511357145516,192.168.4.5,8656
-77.45989288530552,192.168.4.12,8656
-74.21047872197455,192.168.4.5,8672
-77.41309756514552,192.168.4.12,8672
-77.335887285046,192.168.4.12,8752
-74.23505430200053,192.168.4.5,8768
-74.16548340202199,192.168.4.5,8784
-74.09807810439398,192.168.4.5,8800
-77.45292767472547,192.168.4.12,8800
-77.4384830116258,192.168.4.12,8848
-74.09502521629113,192.168.4.5,8848
-82.0,192.168.4.6,8848
-79.99900049975012,192.168.4.6,8864
-89.0,192.168.4.7,8864
-74.21657571073386,192.168.4.5,8880
-88.49975012493753,192.168.4.7,8912
-74.20983434425236,192.168.4.5,8928
-88.66677774075309,192.168.4.7,8928
-78.99766910863212,192.168.4.6,8928
-87.9977533694469,192.168.4.7,8960
-77.61558589658667,192.168.4.12,8992
-74.26555691212599,192.168.4.5,8992
-87.99820538559787,192.168.4.7,9024
-86.6529886089597,192.168.4.7,9040
-86.70320354902533,192.168.4.7,9056
-74.31954496746813,192.168.4.5,9072
-77.65961012859927,192.168.4.12,9072
-79.500001247255,192.168.4.6,9072
-86.74094905694204,192.168.4.7,9088
-79.60059967960207,192.168.4.6,9104
-74.3718525046191,192.168.4.5,9104
-77.76569501332354,192.168.4.12,9120
-87.56567744035158,192.168.4.7,9216
-79.66777475021996,192.168.4.6,9216
-87.91882286889367,192.168.4.7,9232
-79.57114314121395,192.168.4.6,9232
-77.86828448444462,192.168.4.12,9264
-74.39140484596872,192.168.4.5,9264
-79.75286003067825,192.168.4.6,9264
-88.02052052309423,192.168.4.7,9264
-74.3480946223533,192.168.4.5,9296
-77.74572739150736,192.168.4.12,9296
-74.24387861572232,192.168.4.5,9312
-77.65883006134526,192.168.4.12,9312
-87.93192946899994,192.168.4.7,9328
-74.20516047366321,192.168.4.5,9328
-77.70123248323684,192.168.4.12,9328
-80.00816614834174,192.168.4.6,9328
-87.7759811434595,192.168.4.7,9360
-80.21298296648025,192.168.4.6,9360
-74.16764752509339,192.168.4.5,9360
-87.94400058569981,192.168.4.7,9376
-80.098887395341,192.168.4.6,9376
-74.16242917400375,192.168.4.5,9376
-80.00349333860119,192.168.4.6,9392
-74.21962707248711,192.168.4.5,9408
-88.16129670800348,192.168.4.7,9408
-80.08393289280266,192.168.4.6,9408
-77.77384087773399,192.168.4.12,9408
-88.15044864379426,192.168.4.7,9440
-88.14083584588522,192.168.4.7,9456
-74.21279076316482,192.168.4.5,9520
-80.00204428851362,192.168.4.6,9520
-74.26842102306597,192.168.4.5,9536
-80.28631799261926,192.168.4.6,9536
-88.31507213079014,192.168.4.7,9552
-74.32231966941329,192.168.4.5,9584
-87.88840703846822,192.168.4.7,9584
-87.8386524339094,192.168.4.7,9600
-77.6863054838205,192.168.4.12,9616
-80.065295573519,192.168.4.6,9616
-87.7394938251352,192.168.4.7,9616
-74.34341373576027,192.168.4.5,9616
-87.85719803387974,192.168.4.7,9632
-77.6961965546797,192.168.4.12,9648
-74.36385120428979,192.168.4.5,9648
-80.06112356414248,192.168.4.6,9696
-87.76360384894792,192.168.4.7,9696
-77.73727416433427,192.168.4.12,9696
-77.77702806955651,192.168.4.12,9712
-79.9355195438104,192.168.4.6,9712
-87.82404261562732,192.168.4.7,9712
-87.97494163537215,192.168.4.7,9728
-87.51341792103747,192.168.4.7,9744
-79.93928048550738,192.168.4.6,9744
-87.76105405391655,192.168.4.7,9792
-77.75258223422928,192.168.4.12,9792
-88.03619345446931,192.168.4.7,9856
-80.05468961680715,192.168.4.6,9856
-79.8899500678563,192.168.4.6,9888
-79.84361050474256,192.168.4.6,9936
-77.8232413122971,192.168.4.12,9952
-88.20724772747404,192.168.4.7,9952
-80.00267792606586,192.168.4.6,9968
-88.4099183826679,192.168.4.7,9984
-80.10031304302039,192.168.4.6,10000
-77.92305768187177,192.168.4.12,10000
-88.72483763736734,192.168.4.7,10000
-88.61377596576747,192.168.4.7,10016
-77.92547387995151,192.168.4.12,10032
-80.00052103041074,192.168.4.6,10032
-88.58917269989237,192.168.4.7,10048
-77.99058441084424,192.168.4.12,10064
-80.04676523547039,192.168.4.6,10064
-88.48699431056883,192.168.4.7,10064
-79.90924990263773,192.168.4.6,10080
-80.04555291542155,192.168.4.6,10096
-88.54583522833163,192.168.4.7,10096
-88.56325694529927,192.168.4.7,10112
-80.21620328985794,192.168.4.6,10112
-80.4184952420451,192.168.4.6,10144
-77.95950997334242,192.168.4.12,10192
-80.442622393005,192.168.4.6,10192
-77.96077953214765,192.168.4.12,10208
-80.50609955508361,192.168.4.6,10208
-80.48581250800541,192.168.4.6,10224
-77.8366454357688,192.168.4.12,10224
-88.57979612924441,192.168.4.7,10224
-88.5206879480875,192.168.4.7,10240
-80.46664053867973,192.168.4.6,10256
-77.84176295236297,192.168.4.12,10256
-77.90934881740678,192.168.4.12,10272
-80.52627301633305,192.168.4.6,10272
-77.8808828150056,192.168.4.12,10288
-77.85331748438128,192.168.4.12,10304
-88.53841959132845,192.168.4.7,10304
-80.31428571484598,192.168.4.6,10304
-80.26451454399312,192.168.4.6,10320
-88.37229871836182,192.168.4.7,10320
-80.29203278306662,192.168.4.6,10336
-88.28632546733026,192.168.4.7,10336
-77.85790610084088,192.168.4.12,10336
-80.28122933862299,192.168.4.6,10352
-87.9170111824112,192.168.4.7,10368
-80.38074516050226,192.168.4.6,10384
-87.88437472852637,192.168.4.7,10384
-87.99435149232283,192.168.4.7,10400
-80.4394277377522,192.168.4.6,10400
-80.42365077820945,192.168.4.6,10416
-87.99454934276844,192.168.4.7,10416
-77.79980368482764,192.168.4.12,10432
-80.3729830067991,192.168.4.6,10432
-87.85564201380747,192.168.4.7,10432
-87.54978031061363,192.168.4.7,10448
-77.74353448516247,192.168.4.12,10464
-87.46227446064601,192.168.4.7,10480
-87.51473258521972,192.168.4.7,10496
-80.28922036883964,192.168.4.6,10496
-80.27908983841918,192.168.4.6,10512
-77.72029483758894,192.168.4.12,10512
-87.5311942767988,192.168.4.7,10512
-80.16506205410792,192.168.4.6,10528
-77.69778726158958,192.168.4.12,10528
-87.51326940627183,192.168.4.7,10544
-80.12482241212145,192.168.4.6,10544
-77.70722847753838,192.168.4.12,10560
-80.08621965845455,192.168.4.6,10560
-87.22741230774638,192.168.4.7,10576
-87.28665602167395,192.168.4.7,10592
-77.68513937989187,192.168.4.12,10592
-80.11739245344496,192.168.4.6,10592
-77.75742503013687,192.168.4.12,10624
-80.14733308571127,192.168.4.6,10624
-80.10861693625158,192.168.4.6,10672
-77.76499837646183,192.168.4.12,10672
-80.104969815414,192.168.4.6,10688
-77.67868928753778,192.168.4.12,10688
-87.31039375974916,192.168.4.7,10688
-87.33324782813548,192.168.4.7,10720
-80.03461717214815,192.168.4.6,10720
-87.4212870245713,192.168.4.7,10752
-77.62629828554077,192.168.4.12,10752
-80.03346522667678,192.168.4.6,10752
-87.60479750064684,192.168.4.7,10768
-77.66916381301785,192.168.4.12,10768
-79.96607466284608,192.168.4.6,10784
-87.617753652398,192.168.4.7,10784
-77.58588689644202,192.168.4.12,10784
-77.56761006384784,192.168.4.12,10800
-80.00020830181637,192.168.4.6,10800
-87.69560438032102,192.168.4.7,10816
-77.58109671991397,192.168.4.12,10816
-79.96730668051958,192.168.4.6,10832
-77.7189091334985,192.168.4.12,10848
-87.90101540938129,192.168.4.7,10848
-87.87174045400657,192.168.4.7,10864
-77.75885779914138,192.168.4.12,10864
-77.73519672803701,192.168.4.12,10880
-87.9083025698315,192.168.4.7,10896
-77.8058055720033,192.168.4.12,10928
-77.74951223345248,192.168.4.12,10944
-79.9683784844913,192.168.4.6,10944
-87.97591856247482,192.168.4.7,10960
-79.96941186124633,192.168.4.6,10976
-79.97040848985873,192.168.4.6,10992
-77.75732010298773,192.168.4.12,10992
-77.70254800633948,192.168.4.12,11008
-87.7186864249188,192.168.4.7,11008
-79.90638780829214,192.168.4.6,11024
-87.59901521445083,192.168.4.7,11024
-87.6118930094763,192.168.4.7,11056
-77.74298366743827,192.168.4.12,11072
-77.68866695338232,192.168.4.12,11088
-79.90942138315353,192.168.4.6,11088
-77.66720751444588,192.168.4.12,11104
-79.94467531360738,192.168.4.6,11104
-79.94645959553415,192.168.4.6,11120
-77.64641816496929,192.168.4.12,11120
-87.5281715455029,192.168.4.7,11120
-77.62627785451609,192.168.4.12,11152
-77.60676620535627,192.168.4.12,11168
-79.98036362536428,192.168.4.6,11168
-80.01310967635246,192.168.4.6,11200
-87.57526466302602,192.168.4.7,11200
-77.58786348994096,192.168.4.12,11200
-87.55688935484987,192.168.4.7,11216
-80.04474340038985,192.168.4.6,11248
-77.56955060922253,192.168.4.12,11248
-79.97931910385246,192.168.4.6,11264
-77.55180907178051,192.168.4.12,11264
-80.01192205554004,192.168.4.6,11280
-77.565769606356,192.168.4.12,11280
-87.37967034375376,192.168.4.7,11296
-87.17651389824799,192.168.4.7,11328
-80.17100066663673,192.168.4.6,11344
-87.20270067510421,192.168.4.7,11360
-80.19739961028397,192.168.4.6,11360
-87.3550544318398,192.168.4.7,11392
-80.15932242071693,192.168.4.6,11392
-80.12250438746489,192.168.4.6,11408
-77.42355825699232,192.168.4.12,11424
-77.50380418732983,192.168.4.12,11504
-87.43894991111569,192.168.4.7,11552
-87.58345558071747,192.168.4.7,11600
-80.11861864991948,192.168.4.6,11600
-80.08317796545307,192.168.4.6,11616
-77.45696843708126,192.168.4.12,11648
-87.65993486227444,192.168.4.7,11664
-80.14384193293697,192.168.4.6,11712
-87.67068635992203,192.168.4.7,11728
-77.47388046854444,192.168.4.12,11728
-77.45912255450618,192.168.4.12,11744
-87.74425957794128,192.168.4.7,11760
-80.13929422712407,192.168.4.6,11776
-77.47596640555119,192.168.4.12,11792
-80.22965188694941,192.168.4.6,11792
-77.52342602485658,192.168.4.12,11808
-87.46831288872016,192.168.4.7,11808
-87.54813926540015,192.168.4.7,11824
-77.56940644064748,192.168.4.12,11824
-80.31707705805421,192.168.4.6,11824
-80.37014113539955,192.168.4.6,11856
-87.56237558218605,192.168.4.7,11856
-77.55167562267285,192.168.4.12,11856
-80.42149144166879,192.168.4.6,11872
-87.48170531065058,192.168.4.7,11872
-80.47118701124373,192.168.4.6,11888
-77.56563571059367,192.168.4.12,11888
-87.40362916162616,192.168.4.7,11904
-87.3594988962077,192.168.4.7,11920
-77.61029844582852,192.168.4.12,11952
-80.36198109013036,192.168.4.6,12000
-77.65356955801735,192.168.4.12,12048
-87.41104478954156,192.168.4.7,12064
-80.38204047946502,192.168.4.6,12080
-77.66435613872414,192.168.4.12,12112
-87.36673414497213,192.168.4.7,12128
-77.48799208504144,192.168.4.12,12160
-77.56620397863514,192.168.4.12,12192
-80.46429891981957,192.168.4.6,12192
-87.38660966045425,192.168.4.7,12208
-80.48112139089581,192.168.4.6,12208
-80.40324956782773,192.168.4.6,12224
-87.4372213970447,192.168.4.7,12256
-87.51757694160266,192.168.4.7,12272
-77.57971008330864,192.168.4.12,12272
-77.65506387876968,192.168.4.12,12352
-80.42196951113162,192.168.4.6,12352
-87.81476389893827,192.168.4.7,12368
-77.66580303169779,192.168.4.12,12368
-80.50280327631958,192.168.4.6,12368
-77.55167443431067,192.168.4.12,12384
-87.56994561595668,192.168.4.7,12384
-80.54972665614595,192.168.4.6,12400
-77.59676502459743,192.168.4.12,12400
-87.33289041233613,192.168.4.7,12416
-87.29116598167566,192.168.4.7,12432
-80.56383266732432,192.168.4.6,12432
-77.67158381364149,192.168.4.12,12432
-80.60880669445115,192.168.4.6,12464
-77.7129403002384,192.168.4.12,12464
-80.6210525008589,192.168.4.6,12480
-77.75300883974703,192.168.4.12,12480
-80.69549653953767,192.168.4.6,12496
-77.79182958103162,192.168.4.12,12496
-87.15688318374411,192.168.4.7,12544
-80.70502221193827,192.168.4.6,12544
-77.89170388726113,192.168.4.12,12544
-77.89507524905814,192.168.4.12,12560
-80.77679319870815,192.168.4.6,12560
-87.1519754634468,192.168.4.7,12576
-80.84629970569746,192.168.4.6,12576
-77.92947232927493,192.168.4.12,12576
-87.24104191646283,192.168.4.7,12592
-80.85110370704886,192.168.4.6,12592
-77.96279834384555,192.168.4.12,12592
-80.88700410405232,192.168.4.6,12608
-77.99508666747901,192.168.4.12,12608
-87.29603411613415,192.168.4.7,12656
-87.38054830538277,192.168.4.7,12672
-87.49364794158912,192.168.4.7,12704
-80.7968132360738,192.168.4.6,12816
-77.99523961958525,192.168.4.12,12864
-78.05764743319627,192.168.4.12,12880
-80.89685941274173,192.168.4.6,12880
-87.57194712630124,192.168.4.7,12880
-80.77517302950271,192.168.4.6,12896
-87.2729833805594,192.168.4.7,12896
