rssi,node,sequence
-68.50531337227471,192.168.4.6,20880
-60.41636133972069,192.168.4.5,20880
-67.40092893479971,192.168.4.9,20880
-69.68009860313143,192.168.4.3,20880
-77.27300522227156,192.168.4.10,20880
-77.26395762430124,192.168.4.10,20912
-71.8075863798493,192.168.4.11,20912
-68.4894451578842,192.168.4.6,20912
-67.4197043159442,192.168.4.9,20912
-69.62741935959085,192.168.4.3,20912
-60.76697379475279,192.168.4.7,20912
-60.46595347738184,192.168.4.5,20912
-69.60775551952571,192.168.4.3,20928
-60.513974842957374,192.168.4.5,20928
-68.53685503465665,192.168.4.6,20928
-71.81361678135853,192.168.4.11,20928
-60.742844273798006,192.168.4.7,20928
-77.22222978219186,192.168.4.10,20928
-67.40655596094356,192.168.4.9,20928
-69.58871595995781,192.168.4.3,20944
-60.71948916273056,192.168.4.7,20944
-71.7568004076151,192.168.4.11,20944
-67.42513984577616,192.168.4.9,20944
-68.55138380082973,192.168.4.6,20944
-60.560476799939806,192.168.4.5,20944
-77.14913004627151,192.168.4.10,20960
-71.76441627856293,192.168.4.11,20960
-67.4431351081191,192.168.4.9,20960
-68.53409524319738,192.168.4.6,20960
-60.60550888724688,192.168.4.5,20960
-60.69688222174695,192.168.4.7,20960
-69.57028013639412,192.168.4.3,20960
-69.48982080205094,192.168.4.3,20976
-68.51735625788996,192.168.4.6,20976
-60.68039196056809,192.168.4.5,20976
-60.6435955043009,192.168.4.7,20976
-67.4292681492473,192.168.4.9,20976
-77.20980818477366,192.168.4.10,20976
-71.77179092583991,192.168.4.11,20976
-60.7216482869533,192.168.4.5,20992
-77.26831083966387,192.168.4.10,20992
-67.44712214877364,192.168.4.9,20992
-71.77893223734416,192.168.4.11,20992
-60.59201004831473,192.168.4.7,20992
-68.56380402008864,192.168.4.6,20992
-69.44320006853229,192.168.4.3,20992
-60.57343880991706,192.168.4.7,21024
-68.54614832167748,192.168.4.6,21024
-67.40186620549859,192.168.4.9,21024
-77.38989745268749,192.168.4.10,21024
-60.76160399025836,192.168.4.5,21024
-71.78584782077365,192.168.4.11,21024
-69.52318352259246,192.168.4.3,21024
-68.62296301195933,192.168.4.6,21040
-60.555458720732446,192.168.4.7,21040
-67.3893022298014,192.168.4.9,21040
-69.53809503470804,192.168.4.3,21040
-60.8627965026874,192.168.4.5,21040
-77.47470247910596,192.168.4.10,21040
-71.76127195174291,192.168.4.11,21040
-67.37713433873418,192.168.4.9,21056
-77.62134821561999,192.168.4.10,21056
-71.76873556365031,192.168.4.11,21056
-68.66605441891001,192.168.4.6,21056
-60.60073183551412,192.168.4.7,21056
-69.58380014303567,192.168.4.3,21056
-60.89832307860978,192.168.4.5,21056
-67.36534974810814,192.168.4.9,21072
-77.79521795138493,192.168.4.10,21072
-71.74470824019326,192.168.4.11,21072
-68.70778375947778,192.168.4.6,21072
-61.30244854032952,192.168.4.7,21072
-60.9327321131218,192.168.4.5,21072
-69.59680873670419,192.168.4.3,21072
-68.65437612902276,192.168.4.6,21088
-60.96605945582159,192.168.4.5,21088
-77.86632459506089,192.168.4.10,21088
-67.38517641098007,192.168.4.9,21088
-61.26166195881402,192.168.4.7,21088
-69.57815982059726,192.168.4.3,21088
-71.75268552725129,192.168.4.11,21088
-77.96716954031088,192.168.4.10,21104
-68.63391766381875,192.168.4.6,21104
-67.40437939661282,192.168.4.9,21104
-60.99833974354004,192.168.4.5,21104
-61.284774687451225,192.168.4.7,21104
-71.76041170503176,192.168.4.11,21104
-69.52885763781592,192.168.4.3,21104
-68.61410416035419,192.168.4.6,21120
-61.2132775841035,192.168.4.7,21120
